"name","returnPeriod","displayDate","value"
"tx260_1981_2010","y5",2016-02-28,16.5512704545571
"tx260_1981_2010","y5",2016-02-29,16.6931652538784
"tx260_1981_2010","y5",2016-03-01,16.8388607536962
"tx260_1981_2010","y5",2016-03-02,16.9882452804615
"tx260_1981_2010","y5",2016-03-03,17.1412071271168
"tx260_1981_2010","y5",2016-03-04,17.2976345531211
"tx260_1981_2010","y5",2016-03-05,17.4574157845144
"tx260_1981_2010","y5",2016-03-06,17.620439014023
"tx260_1981_2010","y5",2016-03-07,17.7865924012036
"tx260_1981_2010","y5",2016-03-08,17.9557640726274
"tx260_1981_2010","y5",2016-03-09,18.1278421221035
"tx260_1981_2010","y5",2016-03-10,18.3027146109416
"tx260_1981_2010","y5",2016-03-11,18.4802695682539
"tx260_1981_2010","y5",2016-03-12,18.6603949912962
"tx260_1981_2010","y5",2016-03-13,18.8429788458473
"tx260_1981_2010","y5",2016-03-14,19.0279090666282
"tx260_1981_2010","y5",2016-03-15,19.2150735577591
"tx260_1981_2010","y5",2016-03-16,19.4043601932554
"tx260_1981_2010","y5",2016-03-17,19.5956568175624
"tx260_1981_2010","y5",2016-03-18,19.7888512461278
"tx260_1981_2010","y5",2016-03-19,19.9838312660134
"tx260_1981_2010","y5",2016-03-20,20.1804748549921
"tx260_1981_2010","y5",2016-03-21,20.3785842614837
"tx260_1981_2010","y5",2016-03-22,20.5779263955207
"tx260_1981_2010","y5",2016-03-23,20.7782679431519
"tx260_1981_2010","y5",2016-03-24,20.9793755656683
"tx260_1981_2010","y5",2016-03-25,21.1810159004421
"tx260_1981_2010","y5",2016-03-26,21.3829555618044
"tx260_1981_2010","y5",2016-03-27,21.5849611419605
"tx260_1981_2010","y5",2016-03-28,21.786799211943
"tx260_1981_2010","y5",2016-03-29,21.9882363226026
"tx260_1981_2010","y5",2016-03-30,22.1890390056366
"tx260_1981_2010","y5",2016-03-31,22.3889737746557
"tx260_1981_2010","y5",2016-04-01,22.5878071262878
"tx260_1981_2010","y5",2016-04-02,22.7853055413199
"tx260_1981_2010","y5",2016-04-03,22.9812354858781
"tx260_1981_2010","y5",2016-04-04,23.1753634126452
"tx260_1981_2010","y5",2016-04-05,23.3674557621155
"tx260_1981_2010","y5",2016-04-06,23.557278963889
"tx260_1981_2010","y5",2016-04-07,23.7445994380018
"tx260_1981_2010","y5",2016-04-08,23.9291835962963
"tx260_1981_2010","y5",2016-04-09,24.1107978438277
"tx260_1981_2010","y5",2016-04-10,24.2892085803103
"tx260_1981_2010","y5",2016-04-11,24.4641822016012
"tx260_1981_2010","y5",2016-04-12,24.6354851012224
"tx260_1981_2010","y5",2016-04-13,24.8028836719219
"tx260_1981_2010","y5",2016-04-14,24.966144307273
"tx260_1981_2010","y5",2016-04-15,25.1250574948929
"tx260_1981_2010","y5",2016-04-16,25.2796504042786
"tx260_1981_2010","y5",2016-04-17,25.4300845528138
"tx260_1981_2010","y5",2016-04-18,25.5765230144841
"tx260_1981_2010","y5",2016-04-19,25.7191288776105
"tx260_1981_2010","y5",2016-04-20,25.858065244417
"tx260_1981_2010","y5",2016-04-21,25.9934952305795
"tx260_1981_2010","y5",2016-04-22,26.1255819647584
"tx260_1981_2010","y5",2016-04-23,26.2544885881128
